,Unnamed: 0,label,name,text,predicted_label
2302,0.0,spam,2450.2004-09-22.GP.spam.txt,subject time get equity loan,ham
836,0.0,spam,3272.2004-11-26.GP.spam.txt,subject,ham
9714,0.0,spam,5042.2005-08-19.GP.spam.txt,subject,ham
14592,0.0,spam,2425.2004-12-30.BG.spam.txt,subject document document attached,ham
6245,0.0,spam,3252.2005-07-03.SA_and_HP.spam.txt,subject claire swire loook christina aguileratechnology driving,ham
10045,0.0,spam,2175.2004-09-15.GP.spam.txt,subject,ham
9741,0.0,spam,2047.2004-08-31.GP.spam.txt,subject get date tonight,ham
624,0.0,spam,2008.2004-08-13.GP.spam.txt,subject,ham
9683,0.0,spam,3661.2005-02-02.GP.spam.txt,subject,ham
1317,0.0,spam,3860.2005-01-10.GP.spam.txt,subject,ham
230,0.0,spam,2275.2004-09-07.GP.spam.txt,subject career opportunities,ham
1787,0.0,spam,5480.2005-06-22.GP.spam.txt,subject,ham
11859,0.0,spam,4466.2005-07-13.SA_and_HP.spam.txt,subject nymex invitation learn power trading power trading fundamentals sept nymex statements early bird discount effect nymex power delegates learn electricity markets overview simulated trading exercise market factors basic trading tools new york mercantile exchange financial instruments options real options role risk management identifying different types risk position analysis portfolio management click request complete course syllabus contractual terms operational terms terminology trading motivations different physical electricity market participants statements low sell high varied traded assets types electricity transactions long term medium short term contracts transmission services traded power two day course provides participants comprehensive training power trading deal structuring credit risk volatility risk management bilateral opportunities emi experts instruct using current data real life examples practical experience contact emi click request information including syllabus hurry class sizes limited click see energy training opportunities registration visit online statements energyinstitution org madison ave new york unsubscribe future notices please email unsubscribe energyinstitution org,ham
9090,0.0,spam,0580.2002-07-20.SA_and_HP.spam.txt,subject database bill gates statements want know struggling access manage data worry bill gates agrees access confusing finding excel fine spreadsheet allow build custom applications reports data worry alternative good news million customers found really good alternativetry database software make feel like dummy free email click receive free day full working copy award winning database decide foryourself see world describes product elegant powerful database easier access infoworld says database leaves access dust business since acknowledged leader powerful useabledatabases solve business personal information management needs database easily manage scheduling contacts mailings organize billing invoicing receivables payables track inventory equipment facilities manage customer information service employee medical school records keep track report projects maintenance andmuch removed list click,ham
2164,0.0,spam,0498.2004-02-28.GP.spam.txt,subject,ham
3564,0.0,spam,4281.2005-02-14.GP.spam.txt,subject,ham
16256,0.0,spam,1015.2004-10-11.BG.spam.txt,subject well files disney stock quotesin short,ham
8795,0.0,spam,3892.2005-07-13.SA_and_HP.spam.txt,subject nymex invitation learn power trading power trading fundamentals sept nymex statements early bird discount effect nymex power delegates learn electricity markets overview simulated trading exercise market factors basic trading tools new york mercantile exchange financial instruments options real options role risk management identifying different types risk position analysis portfolio management click request complete course syllabus contractual terms operational terms terminology trading motivations different physical electricity market participants statements low sell high varied traded assets types electricity transactions long term medium short term contracts transmission services traded power two day course provides participants comprehensive training power trading deal structuring credit risk volatility risk management bilateral opportunities emi experts instruct using current data real life examples practical experience contact emi click request information including syllabus hurry class sizes limited click see energy training opportunities registration visit online statements energyinstitution org madison ave new york unsubscribe future notices please email unsubscribe energyinstitution org,ham
10443,0.0,spam,0445.2004-02-14.GP.spam.txt,subject,ham
10708,0.0,spam,4057.2005-03-16.GP.spam.txt,subject note,ham
12944,0.0,spam,3796.2005-03-07.BG.spam.txt,subject let lapi knewelch,ham
15754,0.0,spam,3150.2005-02-01.BG.spam.txt,subject good heard lot nanohoost,ham
1589,0.0,spam,1057.2004-05-04.GP.spam.txt,subject,ham
11183,0.0,spam,2913.2005-06-28.SA_and_HP.spam.txt,subject steps fear portfolio roi per trade averaging per trade annual returns well know profit market condition know convert losing trades winning trades need free online seminar however want thrive survive today market register free online seminar see qualify free online seminar click know insure stocks loss insure home insure stock portfolio learn smart investors take advantage easy strategies techniques insure trades loss secret need learn profit market condition smart investors know profit market goes stays stagnant chance learn secrets successful traders powerful one hour online seminar learn choose right stock right time learn brilliant strategies tools techncial analysis research learn students prosper stocks drop take unexpected turns fact students average roi per trade annual returns well turn simply register free online seminar discover secrets smart traders register free online seminar learn following market mindset market disaster correction market opportunity profit volatile market use options hedge risk insure trades profit stock goes sideways adjust trade going directional trading fine good day know spread trading kind day implement fear risk trading system get help process see qualify free online seminar click meet founder company talk people created system free live online seminar meet founder company chat current students able ask questions get answers important get financial information people money risk meet greg jensen cofounder spread trade systems results really matters see current students say also created elaborate spreadsheet tracking activities keep one page tracks trading history trades completed start finish date completed trades overall profit average percent roi also several trades active one already doubled value time sold half options trade paid trade free trade also worksheet tracks overall present position trades one ignores cost underlying stocks instance collar trades rather measure cashflow current statements total bob hendricks july trading since october started within year portfolio worth spread trade strategies simple easy understand give stock market thanks program learned apply spread trade strategies successfully great strategies used little money grow quickly without fear losing entire investment ruben date portfolio valued keeping close eye statements last couple months sold long term short puts money stock indicated oversold conditions stock bounced back showed bought signals offloaded puts sold calls stock last month statements options alone made opening wealthbuilder weeks ago saw recommendation call calendar time wanted enter credit trade instead debit trade entered bear call based technical indicators options expired worthless pocketed entire credit month placed covered calls bull puts taser rocketed closed positions days profit many companies proudly advertise big percentage gains many times asked companies big gains hide big losses exception sts hiding big losing trades record year stocks traded made money fasi greg get month refine system keep closing gap education sts provides invaluable without approach would gambler approach systematic disciplined consistently profitable gareth july nofearinvesting clovis ave ste clovis mail message advertisement solicitation,ham
2571,0.0,spam,1879.2004-07-29.GP.spam.txt,subject,ham
245,0.0,spam,5951.2005-08-31.GP.spam.txt,subject troubling weather websmaps bruce lee,ham
12304,0.0,spam,2486.2005-06-25.SA_and_HP.spam.txt,subject information final notification aimed make contact lot periods hope reply time current home loan makes eligible lower rate however thanks previous attempts make contact succeed last effort get lower rate please end final step upon receiving notice immediately complete submission apply decision make use final offer going help,ham
11149,0.0,spam,4188.2005-04-02.GP.spam.txt,subject paper invited gests international journal,ham
4447,0.0,spam,4649.2005-03-16.GP.spam.txt,subject note,ham
1037,0.0,spam,4555.2005-03-07.GP.spam.txt,subject,ham
11522,0.0,spam,2323.2005-06-24.SA_and_HP.spam.txt,subject help television seat knoweledge chrono cross,ham
1861,0.0,spam,3368.2004-12-02.GP.spam.txt,subject want new computer wed dec,ham
3895,0.0,spam,1407.2004-06-09.GP.spam.txt,subject need degre resume turned new job turned job promotion locked pay range deserve consistently overlooked career result credentials someone says need solution university degree days call inquire degree programs whether seeking bachelors masters mba provide fully verifiable credentials get career back track testing coursework required call sorry want receive mail removed list please call,ham
15613,0.0,spam,2327.2004-12-25.BG.spam.txt,subject robert blake might capital punishmentopen directory alabama,ham
9593,0.0,spam,1736.2005-06-22.SA_and_HP.spam.txt,subject bike ride weekend annual ride red looking fun ride come join weekend clear skies high mid low near miles saturday june registration start time pre registration couple day ride entry fees statements deductible pioneer chapter low trafficall paved roadsrolling hillsride past two state parksfull sag supportrest stopssnacks refreshments information pre register online deadline pre register coffeyville kansas walter johnson park,ham
6925,0.0,spam,1998.2005-06-24.SA_and_HP.spam.txt,subject help television seat knoweledge chrono cross,ham
1011,0.0,spam,1842.2004-07-24.GP.spam.txt,subject,ham
10524,0.0,spam,0017.2003-12-18.GP.spam.txt,subject get new car people nowthe weather climate particular environment change affect people eat much able eat,ham
8398,0.0,spam,1704.2005-06-22.SA_and_HP.spam.txt,subject information going absolute notice attempted drop line lot times time respond current home loan enables lower rate however based fact previous attempts drop line succeed final notice get lower rate please finalize final step upon receiving notice immediately complete request information application decision make use final offer going help,ham
10029,0.0,spam,3266.2004-12-23.GP.spam.txt,subject,ham
10470,0.0,spam,0303.2004-01-24.GP.spam.txt,subject,ham
2109,0.0,spam,3228.2004-11-22.GP.spam.txt,subject goldeditor charting gold dummies interview reinhard goldeditor charting gold dummies interview reinhard statements goldeditor com statements gold broke new year highs great time get favorite technical guru richard reinhard editor growth stocks weekly give thoughts price gold know expectations cause heartbreak goldeditor interviewed reinhard explains simple detail mega trend bullishness gold technical point view ask fundamentals could forever sit front fire enjoy goldeditor emphasize charting statements technical analysis making investment decisions reinhard technical analysis separates emotions logic completely logical expectations prices would change quarterly reports relevant news released would make investing easy technical analysis process analyzing security historical prices effort determine probable future prices compare current price action current expectations comparable historical price action predict reasonable outcome small minority technicians consistently accurately determine future prices however even unable accurately forecast prices technical analysis used consistently reduce risks improve profits price security represents consensus one person buying another selling price investor willing statements sell depends primarily expectations expects security price rise statements investor expects price fall sell based almost entirely analysis resulting price volume evidenced via chart picture truly worth thousand words think security prices result head head battle bull buyer bear seller bulls push prices higher bears push prices lower direction prices actually move reveals winning battle support resistance areas form strong emotions occur penetrated change investor expectations shift supply demand lines type change often abrupt news based often emotional trend represents consistent change prices changing investor expectations trends differ support resistance levels trends represent change whereas support resistance levels represent barriers change use essentially observing clues actions crowd allows divorce feeling somewhat clinically position anticipate actions act either ahead counter crowd providing much timely higher probability basis investment decisions provides basis frame reference using logical consistent approach minimizes risks maximizes opportunities investors spend time looking easy money easy search instead learning key factors security prices supply demand goldeditor different technical indicators use measure interpret reinhard moving averages one oldest popular technical analysis tools representing average price security given time many indicators exist beyond simple explanation including several favorites fibonacci retracements relative strength index balance volume good book explain clearly students markets basically three distinct types classes indicators provide insight external monetary conditions affecting security prices tells security prices sentiment various sectors investment community tells investors expect prices current momentum market tells prices actually goldeditor thoughts mega trend dollar reinhard dollar secular bear market open financial newspaper watch financial news channels without hearing dollar bear trend became technically apparent early like mirror image gold price lift yet press typically provided little coverage dollar index finally breaking support recent weeks gold breaking resistance clearly starting next big upwave gold markets looking somewhat like rabbit road staring oncoming headlights frozen disbelief fear confusion lag gold stocks symptomatic trends accelerate away key resistance gold support areas likely rush undecided resulting accelerating trend surprise mainstream several technical reasons many fundamental reasons major interim bottom likely trend nowhere near approaching ultimate end technically dollar index trading high downtrend near resistance overhead resistance building wall see graphically visit statements statements com course dollar needs periodically bounce fear would get hand technical bounces normal part major downlegs bleeding excessive fear rebalancing investor sentiment make mistake seeing slow motion crash dollar key remember major commodities denominated dollars world facto reserve currency dollar falling need dollars statements oil wheat steel commodity commodity prices across board responding dollar weakening gold particularly strong correlation effectively currency alternative gold broken year highs metals following suit aluminum selling multi year highs copper lead silver nickel grain prices surging right long term direction dollar choice gains beginning click statements index chart goldeditor simplify long term technical story behind gold reinhard late gold sank ounce dow headed hindsight best possible time leave roaring tech boom party reposition likely considered trade decade statements gold one problem one ringing bell gold hit historic bottom april gold hit year low near similar lows thereby forming double bottom sentiment understandably negative headlined high profile central bank sell offs predictions sub gold fairly typical gold chose darkest hour turn new secular bull market starting get mainstream recognition easy focus day day ripples intermediate waves secular direction tide really determines big money made big picture perspective continues set tone somewhat unique early stage well pedigreed small cap resource sector investment focus monitors supply demand key elements determine price long demand exceeds supply prices rise long term fun equilibrium price fair ways away status quo many reasons believe case global gold supply grows incrementally year difficulty huge capital costs required bring new gold deposits market gold relatively small market demand shift leads magnified price adjustments especially unlike typical commodity gold unique store value key secular gold bull demand supply private investors generate statements sell gold market represents gold ownership collective gold transactions millions even billions individual investors worldwide buying selling gold ultimately set price perversely investment world higher price investment climbs greater demand becomes virtually one wanted anything gold near years ago anyone around late january witnessed madness crowd gold rapidly accelerated peak per ounce key understanding market bubble distinct parabolic curve understand shifting investment demand life secular bull higher investment price attention attracts higher demand grows higher investment price goes virtuous circle gold ultimately store value money far simply appreciating counter devaluing dollar many currencies euro commodity based canadian dollar also appreciating strongly relative dollar gold starts appreciating foreign investors home currency perspective maybe result government determination remain competitive competitive devaluation lowering interest rates rush gold accelerate click three year gold chart goldeditor many people said gold critical level reinhard gold often repulsed overhead supply price point although number particular significance well north resistance usually met earlier year enthusiastic gold investors financially bagged gold largely uninterrupted run january area double bottom came abrupt halt january corrected ran april double top plunged area short order course caused magnified volatility amongst junior gold stocks looking back area marked january peak january top january resistance even late correction breakout ultimate secular peak whatever reason demand seems meet supply area course market always right october gold closed key close highest since february high close interestingly gold barely pulled back last weeks low days fact trading consistently progressively higher closes since november today close november spell stealth breakout goldeditor big support level reinhard area built significant support last month significant breakdown area would course cold shower gold market causing small amount painful readjustment leveraged portfolios offside investors liquidate interestingly extended bought market fact many traders gold bugs would faded key resistance zone sold price entered resistance area reason old resistance becomes new support breached decisively trader remorse well known phenomenon market traders sold investors missed run even anxious establish positions hoping see price come back afraid chase price goldeditor gold broken good reinhard yes gold broken trend unlikely change time trend remains intact broken right fundamental technical perspective convinced setting run test area goldeditor think next major resistance level reinhard visit gold long term chart shows area cleared next resistance met around historical based several distinct data points separate time lending confidence level ongoing significance also large round number psychological aspect goldeditor investor statements affect charting patterns technically reinhard key observations investors need consider price represents fair market value agreed buyers bulls sellers bears changes price result changes investor expectations security future price support levels occur consensus price move lower point buyers outnumber sellers resistance levels occur consensus price move higher point sellers outnumber buyers penetration support resistance level indicates change investor expectations shift supply demand lines volume useful determining strong change expectations really traders remorse often follows penetration support resistance level prices retreat penetrated level means sellers feel stupid sold want back goldeditor technically speaking think critical level gold hold bull market remain intact reinhard one looks year chart effectively covering double bottom early full move first phase new secular bull market clear channel plotted bounds higher lows higher highs parallel trend lines today break bottom trend line would need see price break area still exists major support old resistance band around level break established uptrend would negate bull market breakdown major support would put jeopardy effectively lows april would need breached downside goldeditor gold stocks breaking price gold reinhard actually gold stocks breaking achieving new highs along price gold probably several reasons major one investor reluctance statements price perceived top trading range done statements change gold price leaves range behind investors start believe upside bitten twice shy memory strong fear need overcome greed another factor consider record amount financings last year long suffering juniors took advantage first wave load treasury relatively cheap prices lot paper needs absorbed statements gold share index gained last years investment managers retail brokers missed market typically bull market first phase marked denial one different time phase two progresses point average people start become aware accept real see serious professional capital inflow sector senior companies become fully overvalued anticipation gold continued rise natural migration investment capital undervalued intermediate junior sectors takes three five years find decent discovery another several years build mine quick way catch lack exploration development resource slump position perceived value mean buying deserving early stage opportunities pay road resources scarce competition investors funds mining companies foreign countries become intense somehow supply increases point demand met unlikely occur several years goldeditor statements strictly technical behaviors combine technical behavior fundamentals reinhard need many scams market manipulations technicals orchestrated compelling likewise fundamentals often manipulated remember bre effort deceive least bre technicals would stopped even story remained compelling never good idea ignore one entirely although make choice technical analysis good money management discipline one needs make consistent returns goldeditor biggest trading rule never average first loss always best lost statements reinhard rising tide raises ships vice versa assess tide ships honorable mentions served well patient rattled fluctuations left hope get never catch falling knife cut losers let winners ride bear markets begin good times bull markets begin bad times draw trendlines stock downtrend long visa versa learn one candlestick pattern learn statements top trend contrarians correct turning points market wrong rest time goldeditor books recommend beginning trader reinhard technical analysis financial markets comprehensive guide trading methods applications statements murphy trading living statements trading tactics money management alexander elder financial reckoning day surviving soft depression century william bonner reminiscences stock operator edwin statements goldeditor richard thank insights price gold sure technical expertise helped many subscribers better investors going update statements months look forward talking unsubscribe publication please click statements gold editor statements bentall centre vancouver canada,ham
6866,0.0,spam,3874.2005-07-13.SA_and_HP.spam.txt,subject come follows let break ian thorpelearned brooke burke,ham
13065,0.0,spam,4942.2005-05-21.BG.spam.txt,subject concluding attempt endevored make contact several occurences final attempt exisiting loan situation enables lower rate however seeing previous attempts make contact failed last final attempt finalize lower rate please finalize final step upon receiving notice immediately complete request information request form decision make use final offer going help,ham
9273,0.0,spam,0701.2002-07-23.SA_and_HP.spam.txt,subject maintenance tracking scheduling software complete maintenance scheduling tracking software equipment vehicle order july receive two additional user licenses charge value maintenance complete software package designed schedule manage track maintenance repairs type equipment vehicles including tires maintenance network multi user ready statements addition scheduling tracking keeping histories producing work orders maintenance equipment vehicles maintenance also tracks costs hours downtime repairs includes reports available link excel creation specialized reports along many features maintenance produces maintenance calendars complete maintenance histories equipment maintained bar coded allowing maintenance procedure begin simple reading bar code vehicle side maintenance also tracks vehicle driver license information license expiration dates produces report showing expiring licenses days advance records driver information allows entry tracking driver incidents maintenance everything need maintain equipment vehicles one complete software package information please call email info linkitsoftware com removed mailing list please place word remove subject line remove linkitsoftware com,ham
4,0.0,spam,2256.2004-09-04.GP.spam.txt,subject,ham
15249,0.0,spam,5567.2005-07-05.BG.spam.txt,subject contact asap nostradamus tour,ham
